Pace Distance Frequency
5.00005771320014 10.5977024754326 1.01065385102534
5.05925600144567 9.4004060225306 1.11555622966484
5.43599012074114 9.41622663729296 0.844893890301815
5.08794063578056 10.682028842265 0.971083861483941
4.54204399029923 9.96095476767038 0.922727842706526
4.79598604727202 10.3895740355379 1.20544551200198
4.60350035648675 9.969923061123 0.808730865921425
4.99783321822477 8.66611351308076 1.21291595904091
5.27441169840909 10.3802564131069 0.96842358450605
5.08990992900645 8.82477729701107 1.01394630639871
5.7651726611518 11.615626128734 1.12539581330754
5.69012418064873 9.97728662229983 1.15035365730285
3.72092486386389 9.05161963044047 1.06375001425899
5.04021965179254 10.100444835873 1.21467193239303
5.49615647132522 9.79417629010192 0.97268624880039
5.34174602944288 10.2823732690328 1.04469108477914
4.65316001378645 9.60846800988603 1.23165763329714
5.27867389184085 9.51813701293761 1.21870003837194
5.26540359672709 10.1406529156712 1.21003267605267
4.38343612156289 8.90963940069778 0.881522663767988
5.62261266298503 10.4684033565651 1.30221949580207
4.70840633067711 10.4887940284311 1.46579259089413
5.62217792707332 9.75014843696352 1.06523731941405
5.19620363385626 9.42855299326188 1.04749219691357
5.69924681078134 10.4492856989742 1.12254913884956
5.64903472771724 10.3359701806071 1.05955946617842
4.66208183000618 10.1701561783699 1.58686782252936
5.16277873235582 9.54124158192056 0.939278617493601
4.85513385799536 10.3188798197225 1.3613112986516
4.44002090880551 10.0706925874801 0.973443614766004
5.20407163933379 9.017071609862 1.31054472807245
4.71832178368457 10.6425440485937 1.45680230899379
5.93009737955463 10.1017139450269 1.18897437639391
5.37912314770877 9.93865817803325 1.13405038812863
4.84847223721494 10.3186542512078 0.955028985933717
5.35418544508213 10.4885205052549 1.23701801061885
4.8018104453953 9.66960750574564 1.00132455660279
5.15474670594533 10.8707345135579 1.4330309806895
